id	filename	md5	size	state
c683b6b0-3646-470a-bf88-72c507e3e891	ACOLD_p_TCGA_Batch17_SNP_N_GenomeWideSNP_6_G07_466044.grch38.seg.v2.txt	34eb6cbc4ea63418d236bd1bea2e7c9e	50797	released
dd74c28a-5920-485a-a3b5-41e889c27e37	RACKS_p_TCGAaffxB10b_11_S_GenomeWideSNP_6_H06_429606.grch38.seg.v2.txt	127aaacd752046bc10189126a35b8453	23462	released
aa9714a4-4a19-44dc-8935-be5f42fa4848	QUANT_p_TCGA_Batch12_AFFX_GenomeWideSNP_6_H05_437604.grch38.seg.v2.txt	588d3dd5717833db78c1e0689671461c	53043	released
dfc024a6-7610-4339-b0ba-b1e4be0bf7b7	THETA_p_TCGA_Batch14_SNP_N_GenomeWideSNP_6_E12_455252.grch38.seg.v2.txt	e1b7561179c83675587b496afa22c51e	33484	released
1f05a35e-3319-4a5f-8d3a-b601bb719cd5	COTES_p_TCGAaffxB8_9a_S_GenomeWideSNP_6_G01_293040.grch38.seg.v2.txt	8f1f8504a85cedcd4afdaeb7f0599d14	74105	released
c6079e5c-09b7-4dac-b3ae-ef28f177fcc5	COOKY_p_TCGAb15_ICPp3_061909_GenomeWideSNP_6_D03_465788.grch38.seg.v2.txt	4a5fbeba248423e3cf47bb3884a55271	28015	released
deb33df9-5d04-4173-981b-27141626b7e2	RACKS_p_TCGAaffxB10b_11_S_GenomeWideSNP_6_G05_429460.grch38.seg.v2.txt	70f358e798de91eb7866ddd20f5653f2	71943	released
c4469dbf-b412-49d6-9517-823d687d2c4d	THING_p_TCGA_B19_SNP_N_GenomeWideSNP_6_B12_495180.grch38.seg.v2.txt	790eaf888fa9b63786cd91e5fc8586f9	25305	released
7a1f9c44-59b1-4de7-9c4f-91706bff3dcc	SOURS_p_TCGAb22_SNP_N_GenomeWideSNP_6_F04_529848.grch38.seg.v2.txt	73f520bf8e090d00897c9a675bf7b756	42461	released
92dcd29f-fa02-487a-b5f5-69125485b2af	QUANT_p_TCGA_Batch12_AFFX_GenomeWideSNP_6_F09_437744.grch38.seg.v2.txt	06ba4081324ca0807e8359b99afa1634	27785	released
f8bb0d9e-e04e-4ad5-93ed-8aa5ba532ed0	LOGIC_p_TCGA_B21_SNP_N_GenomeWideSNP_6_A05_517960.grch38.seg.v2.txt	15549daf7e0618eca6ef54873c681012	71412	released
99ed72b9-b6c2-4030-a9e4-73c9bf8add48	RACKS_p_TCGAaffxB10b_11_S_GenomeWideSNP_6_G07_429456.grch38.seg.v2.txt	05914efb5789ad116bb5be5fac8fd965	61512	released
84405712-fc4f-4cf2-a683-b8bac637f5c9	SAROS_p_TCGA_B18_SNP_N_GenomeWideSNP_6_C04_489684.grch38.seg.v2.txt	bd0eedb7a3fa9bb87c4ccc27c69f057a	72033	released
83e861df-6da7-457d-9bf8-72dc759c8450	NEWLY_p_TCGA_Batch13_CN_GenomeWideSNP_6_F02_446046.grch38.seg.v2.txt	ff8ec0af45d3a7120c1f21ba55d04d37	40166	released
506bd024-0fcb-421c-8d10-180781d02e29	NEWLY_p_TCGA_Batch13_CN_GenomeWideSNP_6_A07_446154.grch38.seg.v2.txt	ccdff50172a5b75ba3ef1b2a8168df1a	9256	released
6f5f811c-9de7-4e60-9d33-e4909b5db9c6	LOGIC_p_TCGA_B21_SNP_N_GenomeWideSNP_6_A02_517990.grch38.seg.v2.txt	8e11f4b0713bb5f97cc35837c3c5cf28	95541	released
241b1de6-6821-4ff2-93af-55a60e0f8b5a	COOKY_p_TCGAb15_ICPp3_061909_GenomeWideSNP_6_C07_465804.grch38.seg.v2.txt	d96ca05635f9686a307dc4c0147079f8	50827	released
60588143-3475-4891-8d16-29d667b2358f	ROOTY_p_TCGAb27and38_SNP_N_GenomeWideSNP_6_A11_584650.grch38.seg.v2.txt	a50e044f31de3da038c99d728a905b6e	97516	released
34d3aaa2-11c8-4eb4-a9b3-1090dc376532	NEWLY_p_TCGA_Batch13_CN_GenomeWideSNP_6_F03_446040.grch38.seg.v2.txt	508d72ff63374c04664d29cb09f24239	22241	released
f4ebe159-316f-48c9-a521-bfa79a88400f	NEWLY_p_TCGA_Batch13_CN_GenomeWideSNP_6_B02_446226.grch38.seg.v2.txt	396d8dde9166431aedbeddd0cf0ccc94	89060	released
5a62cadc-f1cb-49b4-bce1-0327ca07c305	THETA_p_TCGA_Batch14_SNP_N_GenomeWideSNP_6_G09_455186.grch38.seg.v2.txt	dd55edfae4edbdfb34c5070a0b57a829	16653	released
b1d28f5f-fc27-4cd8-bdd5-bc8ca767e439	SAROS_p_TCGA_B18_SNP_N_GenomeWideSNP_6_C03_489754.grch38.seg.v2.txt	9d1a18cdde0d06bc41ebd3760364bf5d	79994	released
a8060deb-19b5-4dc8-acf2-36565b460ad8	THING_p_TCGA_B19_SNP_N_GenomeWideSNP_6_F04_495152.grch38.seg.v2.txt	671e9b76b916bcb8f250482486265445	54025	released
5620c35d-89ba-4abf-abea-65402ee2f742	ACOLD_p_TCGA_Batch17_SNP_N_GenomeWideSNP_6_F09_466026.grch38.seg.v2.txt	1c7158fa03ad66a39f0a29aaa687cf8f	79544	released
019abc89-f1b6-486b-b112-3039903d8626	COOKY_p_TCGAb15_ICPp3_061909_GenomeWideSNP_6_C05_465808.grch38.seg.v2.txt	79fbd406c60fb2fdd343c451776d6821	52391	released
20d3f987-26e4-4807-973d-a78e990bc285	THING_p_TCGA_B19_SNP_N_GenomeWideSNP_6_D11_495212.grch38.seg.v2.txt	fff601046c834fec92ab395bf3357f5f	16814	released
4f421bcb-6173-481f-8da7-116ea7ad4b7f	THING_p_TCGA_B19_SNP_N_GenomeWideSNP_6_C09_495204.grch38.seg.v2.txt	d25bc38e8568174c7a55844dc9fc52ea	25771	released
c86192e4-df83-4027-a3f5-6381ef043f18	ACOLD_p_TCGA_Batch17_SNP_N_GenomeWideSNP_6_A01_466074.grch38.seg.v2.txt	b0b71e6d28d866aa22c62101cf85b53c	78756	released
9f293c77-9d4d-48c1-a130-02c2286865aa	MATZO_p_TCGAb40_SNP_1N_GenomeWideSNP_6_G07_667664.grch38.seg.v2.txt	a8120fa5c7c92978c3cafddb25cdd7a2	605465	released
dda8944d-6629-4bd0-82dd-ec490ceda051	SOURS_p_TCGAb22_SNP_N_GenomeWideSNP_6_A06_529882.grch38.seg.v2.txt	9c50d66a634f36a85a07940caf391cd5	42632	released
c8ea6f34-f181-448a-9b73-e41fe4ba17df	NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_G04_1486582.grch38.seg.v2.txt	8bb3581a70c6a8631429b9e9540a991d	22215	released
48d47a8a-e470-44e2-9fc3-a4000f606c10	ROOTY_p_TCGAb27and38_SNP_N_GenomeWideSNP_6_B01_584550.grch38.seg.v2.txt	40b58cfe77a06c95ab248b4319fcac2e	461623	released
d32eca59-0647-4526-8392-f6569a0a1a73	THETA_p_TCGA_Batch14_SNP_N_GenomeWideSNP_6_H07_455206.grch38.seg.v2.txt	63a78d723c89ee4395dad58485993879	28583	released
30a65dad-173c-4ddc-986e-2ed078ddd858	ACOLD_p_TCGA_Batch17_SNP_N_GenomeWideSNP_6_F08_466008.grch38.seg.v2.txt	ab91a57b0ab5b04226c599d53c4c2821	26990	released
fc37e43f-06a3-4cab-ae47-58c168c76c2c	NEWLY_p_TCGA_Batch13_CN_GenomeWideSNP_6_G11_446126.grch38.seg.v2.txt	a5d9bfc267be20afae92227330e79331	46678	released
86f243d3-31e9-4a39-9fc5-29000dd58799	COTES_p_TCGAaffxB8_9a_S_GenomeWideSNP_6_F03_293020.grch38.seg.v2.txt	126681348d6b8e353bbd01c1b1e47e10	73730	released
7128a6f6-c4ae-49b0-acbd-5ec5fc8c41f5	RACKS_p_TCGAaffxB10b_11_S_GenomeWideSNP_6_F04_429452.grch38.seg.v2.txt	685293cc347c542acb368fcc6548d225	30423	released
35d75e0e-a2dd-4683-b769-788e34a3a439	MATZO_p_TCGAb40_SNP_1N_GenomeWideSNP_6_G12_667642.grch38.seg.v2.txt	4bae5559815cf06378957c55abede9c6	114157	released
49889980-53a7-4c7b-b946-0724c7fa9ffa	LOGIC_p_TCGA_B21_SNP_N_GenomeWideSNP_6_C03_518008.grch38.seg.v2.txt	e1bb233a15db0c9aa628d53f9aaf899a	59154	released
22cf9feb-3466-4140-b238-f0f64c683a9e	RACKS_p_TCGAaffxB10b_11_S_GenomeWideSNP_6_C10_429516.grch38.seg.v2.txt	384f20056c3208c8d9e00278b86626f9	26357	released
8ccd23c8-a2b0-4382-9e6b-f2a10dd39c5b	MATZO_p_TCGAb40_SNP_1N_GenomeWideSNP_6_E04_667710.grch38.seg.v2.txt	9726280d68ce6caa3bc89d53a38353c4	161048	released
d6e6bee0-7eae-4128-a87e-21bdae3546d9	AMISS_p_TCGAb24_SNP_N_GenomeWideSNP_6_F12_542426.grch38.seg.v2.txt	03316cab76d3c45741a632a5201dc43a	26574	released
b0aa0dbb-776c-4cd6-9fbf-5b80706aef2d	SAROS_p_TCGA_B18_SNP_N_GenomeWideSNP_6_C09_489758.grch38.seg.v2.txt	8dee364d3815b3b092d2e7162abaf30b	37110	released
9734d280-ef79-486e-a90c-e6de2f9f8799	SOURS_p_TCGAb22_SNP_N_GenomeWideSNP_6_E08_529962.grch38.seg.v2.txt	5f7be751db9e3409be69b0022d5ae357	16145	released
6c7a5134-e628-4cf5-8671-1e75abc379fc	SOURS_p_TCGAb22_SNP_N_GenomeWideSNP_6_C09_529944.grch38.seg.v2.txt	094f0e3fa224a4e63a72fcf1bbb971e6	21632	released
bfbf851b-29bd-4155-b514-aa33c12424c5	THETA_p_TCGA_Batch14_SNP_N_GenomeWideSNP_6_A03_455178.grch38.seg.v2.txt	32fa98ccdc359c9567a868e073c10c55	58413	released
b6da936c-52ee-40d2-8898-d5a2e7b98f61	LOGIC_p_TCGA_B21_SNP_N_GenomeWideSNP_6_B07_517918.grch38.seg.v2.txt	d15695ede3def88397f61551250a35f5	42028	released
234c11b3-37fe-41da-95f6-9243d4582505	THETA_p_TCGA_Batch14_SNP_N_GenomeWideSNP_6_G12_455192.grch38.seg.v2.txt	a189e1ab57d82b3647fd0820c3778771	39962	released
682514b1-8404-471c-bc3c-afcabbe7b0ed	RACKS_p_TCGAaffxB10b_11_S_GenomeWideSNP_6_E09_429438.grch38.seg.v2.txt	f54556190bc141f4bf9f80078880115b	39155	released
32dd5136-12ab-496a-9288-22d71b1ca255	SOURS_p_TCGAb22_SNP_N_GenomeWideSNP_6_B09_529852.grch38.seg.v2.txt	3d7b6b64a8cce82f36dcbdd6e125ab07	20716	released
e5b04a89-22f3-409d-98cd-224d39e6668f	COTES_p_TCGAaffxB8_9a_S_GenomeWideSNP_6_G03_293044.grch38.seg.v2.txt	23db10566dab9ed17edd3fd4a4144a66	47148	released
f813f2b8-0f13-4e1c-aac4-aa292d9eeb92	LOGIC_p_TCGA_B21_SNP_N_GenomeWideSNP_6_D06_517978.grch38.seg.v2.txt	c5c17cb513412d53ef84a4b75c105d6b	81335	released
b1f54224-42f7-4540-aeb2-e077f1c26bfc	AMISS_p_TCGAb24_SNP_N_GenomeWideSNP_6_H07_542538.grch38.seg.v2.txt	419be08545d9685ad529ee8d1c50c38e	19252	released
bb417580-9537-42a4-951c-1885a71bac3e	SAROS_p_TCGA_B18_SNP_N_GenomeWideSNP_6_E01_489712.grch38.seg.v2.txt	4c9a42cb8ba1830dca532d0988451357	58918	released
1d77b29c-0bb2-425a-a225-15d2d7099f31	THING_p_TCGA_B19_SNP_N_GenomeWideSNP_6_B03_495160.grch38.seg.v2.txt	02c01b3dde95279cb4d528d638190d0f	58281	released
69e75b4f-15ef-4a42-9f3c-9d8dad2484e6	ROOTY_p_TCGAb27and38_SNP_N_GenomeWideSNP_6_A05_584516.grch38.seg.v2.txt	d166b8a16292bde7ecf1df4f17bab188	116552	released
a17c7b06-f50a-44a0-b5aa-01cc6a9d70f3	QUANT_p_TCGA_Batch12_AFFX_GenomeWideSNP_6_D01_437684.grch38.seg.v2.txt	447e507d24b24ad6c5f0579d20d9aa0c	62788	released
a9edb0f4-6a88-41ae-b885-17e61a783ceb	QUANT_p_TCGA_Batch12_AFFX_GenomeWideSNP_6_H11_437618.grch38.seg.v2.txt	322fbb3e5bfc6baf65a35119fb3b93cb	35679	released
78d42fe9-a907-43bc-b75b-3b8d0cb271a3	QUANT_p_TCGA_Batch12_AFFX_GenomeWideSNP_6_B08_437672.grch38.seg.v2.txt	e17aa9c41d4d8866b73f669e6e493fa8	38967	released
44f459fe-57e1-43bf-b343-e11ed9df0a6d	SOURS_p_TCGAb22_SNP_N_GenomeWideSNP_6_A07_529880.grch38.seg.v2.txt	95edf784f6f29e6ca43f079810a89094	23218	released
78be4c80-9a89-4c68-8597-d27ae3834eec	COOKY_p_TCGAb15_ICPp3_061909_GenomeWideSNP_6_A09_465956.grch38.seg.v2.txt	faae718d4911bb710a5541642c5a876d	70823	released
90c653e4-cb7b-43ed-bd0b-2d85d7df111a	THING_p_TCGA_B19_SNP_N_GenomeWideSNP_6_C12_495088.grch38.seg.v2.txt	19a2e324473eb136315e5d2aa51302d4	22739	released
b27d47b4-c888-4b46-9321-e9d9e51751a3	QUANT_p_TCGA_Batch12_AFFX_GenomeWideSNP_6_A02_437642.grch38.seg.v2.txt	acca1ec3f8b49f44e1241b8d197282bb	61271	released
7db8b49b-0be2-48e3-b7a0-cc7eef5427be	AMISS_p_TCGAb24_SNP_N_GenomeWideSNP_6_E09_542480.grch38.seg.v2.txt	67360976c338bcdd4ce81f2c70dddd73	28984	released
b94027f7-8c90-4963-b510-34bec8f2f0b9	LOGIC_p_TCGA_B21_SNP_N_GenomeWideSNP_6_G10_517906.grch38.seg.v2.txt	71e899ab79e79607cb57dc1bbd7b8747	22254	released
2fceec4e-e585-44f5-9940-05476da17e9c	ACOLD_p_TCGA_Batch17_SNP_N_GenomeWideSNP_6_H11_466066.grch38.seg.v2.txt	c3f08f5a05efb1b166112325fa6694ff	25663	released
6bdad921-afd0-4898-9a0d-2387cb9918b2	NEWLY_p_TCGA_Batch13_CN_GenomeWideSNP_6_A09_446150.grch38.seg.v2.txt	2a9765af0b3c8763804cd97552d1d00d	21903	released
3af936fa-6d60-417d-bdc7-36aebc85d039	ACOLD_p_TCGA_Batch17_SNP_N_GenomeWideSNP_6_E06_465994.grch38.seg.v2.txt	7143b911807a041708a8d14e2e6bcdeb	93617	released
6bc42744-292e-4fa1-85a9-2704eb9a9326	DUVET_p_TCGAb40_SNP_2N_GenomeWideSNP_6_A04_667602.grch38.seg.v2.txt	f65caab0f05fecfe3d05d937c91c9468	36362	released
5d4c34c6-5613-43d4-9c23-cd2a04496fd1	SOURS_p_TCGAb22_SNP_N_GenomeWideSNP_6_H06_529798.grch38.seg.v2.txt	ffcb769c9e0910c2a7333a01807bf9ca	20300	released
39a9aa85-2837-47dd-83c3-10334a6969e6	PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_C09_896156.grch38.seg.v2.txt	40bf736b6319bdaa0878ba91b5f8c417	46844	released
ecea9a9d-02a5-40e4-8a9d-2269524b3724	NEWLY_p_TCGA_Batch13_CN_GenomeWideSNP_6_B10_446210.grch38.seg.v2.txt	20b1a5748bd875b77a03808afc530c63	26530	released
45ae89ac-4c5f-4b24-aac3-cbca27f62648	THING_p_TCGA_B19_SNP_N_GenomeWideSNP_6_A05_495080.grch38.seg.v2.txt	6316a8ba7c4f8376d518f0b5f01f9cf4	45906	released
38f3d460-1205-4a2f-b3c4-118f4be2cb0e	AMISS_p_TCGAb24_SNP_N_GenomeWideSNP_6_C01_542532.grch38.seg.v2.txt	de612a0d08203fb15b484618dbbc5f83	68640	released
87f1d9f0-8e17-4970-be8f-80b9cbcc0ad8	RACKS_p_TCGAaffxB10b_11_S_GenomeWideSNP_6_G08_429486.grch38.seg.v2.txt	9295775298f89266d46460c18b104d6e	23965	released
9204ada9-9439-460a-9396-d0469175b8b2	THETA_p_TCGA_Batch14_SNP_N_GenomeWideSNP_6_B08_455304.grch38.seg.v2.txt	fead3fce4b0c8a816b5ffe582fdcc10a	28070	released
bfe65695-b590-41de-a236-6d25096682f0	THETA_p_TCGA_Batch14_SNP_N_GenomeWideSNP_6_A12_455164.grch38.seg.v2.txt	9a955ff5a7eaad54ec2fa92780db8c3b	30911	released
27197e6a-8fb4-49ea-9337-daee877921e1	AMISS_p_TCGAb24_SNP_N_GenomeWideSNP_6_B11_542450.grch38.seg.v2.txt	4afa65b8e2e88ff7b754a39061b51ee1	22017	released
a01f53ae-bd46-4bd5-a6c5-411f1a504c59	LOGIC_p_TCGA_B21_SNP_N_GenomeWideSNP_6_G12_517904.grch38.seg.v2.txt	a2a8422303bc510663784374fb08982e	97187	released
ad90c378-8210-412c-b71e-c9b5e217f7df	TOUSE_p_TCGAaffxB9_10a_N_GenomeWideSNP_6_C09_397092.grch38.seg.v2.txt	f27fe14abe5ac0259e8ff74bdafe50a8	104341	released
513b7546-6e93-4087-a77f-7c14a7655f47	NEWLY_p_TCGA_Batch13_CN_GenomeWideSNP_6_G09_446122.grch38.seg.v2.txt	1584f99503b5b642108ba47e1a17adcb	24719	released
0541bea1-0e18-4e1b-bbe0-b002d7b3702d	SOURS_p_TCGAb22_SNP_N_GenomeWideSNP_6_B07_529854.grch38.seg.v2.txt	7a2184fa030487f28ebee80ecf7c0399	20859	released
84a2d694-7f2a-4184-b8a3-aebc0dc35500	SAROS_p_TCGA_B18_SNP_N_GenomeWideSNP_6_B01_489716.grch38.seg.v2.txt	ea8f04cf17f6722a60ef1197ac2f5199	85599	released
0a8733a7-351c-4f54-80fa-d124e1361fb0	QUANT_p_TCGA_Batch12_AFFX_GenomeWideSNP_6_B01_437670.grch38.seg.v2.txt	2e284768f91a3af378cd023a5ce15210	85855	released
243b62fe-8487-4d18-884a-dff2482386ec	THETA_p_TCGA_Batch14_SNP_N_GenomeWideSNP_6_H06_455204.grch38.seg.v2.txt	4dcb8727827d3abe16ebd3f58c3a1cce	30719	released
e0fa269e-502d-4b4c-9fb8-237c1caf82d3	SOURS_p_TCGAb22_SNP_N_GenomeWideSNP_6_D01_529906.grch38.seg.v2.txt	fe5854d3a677ec459a62b53d27a15d31	67067	released
7ed408ed-d2b7-445d-9070-6e7162464260	NEWLY_p_TCGA_Batch13_CN_GenomeWideSNP_6_A10_446148.grch38.seg.v2.txt	e70558cab9ed96e4fb5e4d15bc45b4aa	48666	released
3bdb13de-c701-4c46-a63b-ca5de11cf71d	LOGIC_p_TCGA_B21_SNP_N_GenomeWideSNP_6_A06_517954.grch38.seg.v2.txt	43a50d2a663c45596e221f85eae8aad7	42839	released
8616ed11-fce4-4b95-be0f-3ef273d7d7c3	NEWLY_p_TCGA_Batch13_CN_GenomeWideSNP_6_E08_446088.grch38.seg.v2.txt	cad5d3942b001b5b758aea63889f8942	28354	released
000e5bf8-1ef9-4ed6-9bbd-360507b87d18	COTES_p_TCGAaffxB8_9a_S_GenomeWideSNP_6_H12_293086.grch38.seg.v2.txt	26c5bb0110521d4c6377c21853170663	56101	released
9cd73bba-ecba-473e-9219-8c66eb08c903	LOGIC_p_TCGA_B21_SNP_N_GenomeWideSNP_6_G11_517966.grch38.seg.v2.txt	30b7bf93d976a44971302db7ac2655bb	29988	released
f3709640-c38f-44d8-a636-00ed6f8fec30	ACOLD_p_TCGA_Batch17_SNP_N_GenomeWideSNP_6_A05_466082.grch38.seg.v2.txt	e5835d8f2fd8ecb5820cf13339a75724	43507	released
ec0f3fb5-c7c6-4c46-8aba-fe1ebe876776	QUANT_p_TCGA_Batch12_AFFX_GenomeWideSNP_6_B06_437676.grch38.seg.v2.txt	0f96e6e9e3c51904862e35ea2e95b711	82589	released
60b94199-dff3-4a47-8efc-91d16cb57f55	SAROS_p_TCGA_B18_SNP_N_GenomeWideSNP_6_C12_489750.grch38.seg.v2.txt	41b74ac5db05b33507cd336dd9c266d2	26548	released
af33f5a0-ad6e-4a0d-81a9-aa9e7f3b11db	MATZO_p_TCGAb40_SNP_1N_GenomeWideSNP_6_E01_667718.grch38.seg.v2.txt	353dc880225b219cac4a1ee2892c5689	70028	released
bbe91dfe-6234-4eca-802a-b818599c3efd	TOUSE_p_TCGAaffxB9_10a_N_GenomeWideSNP_6_A05_397048.grch38.seg.v2.txt	b5752ba1606d82793a9d0f524f4a095d	67216	released
1598094c-03d6-4483-9357-4f3448bef3a8	QUANT_p_TCGA_Batch12_AFFX_GenomeWideSNP_6_C10_437710.grch38.seg.v2.txt	99b681ec915c05dd2db17d0dc78fe67c	23810	released
1b537afb-2ca8-487e-ac80-213867e4a6d9	NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_G03_1486446.grch38.seg.v2.txt	f4e30f28e69832154c068282e56868a7	111306	released
